Título,Autor,Portada,Páginas,Fecha de publicación,Sinopsis,URL,Colección
Poesía completa,Edgar Allan Poe,https://www.catedra.com/imagenes/libros/grande/9788437635422-poesia-completa.jpg,456,21/04/2016,"Edgar Allan Poe definió la poesía no como una intención o propósito, sino como una pasión. Dedicó una considerable parte de sus escritos teóricos a la reflexión sobre la poesía, sobre los modos de esta, los elementos técnicos y su posible renovación.
De la combinación de elementos tangibles, tratados teóricamente como componentes o piezas de la construcción del poema, y elementos intangibles, por desconocidos o por ignotos para la experiencia humana, nace el territorio literario (y lírico) de Edgar Allan Poe; la trascendencia es, en su caso, la trascendencia del lenguaje y no una filosofía, una confesión religiosa o una certeza moral. Su poesía se alza desde las vertientes de la presencia de lo ignoto, con el tono de la melancolía y con un único principio rector: es la música de las palabras, el sonido de cada fonema, la elección y la combinación, los que determinan la ""impresión"" o el ""efecto"". La carencia de ""sentido"" del orden fonético es, y no se trata de una paradoja, el eje principal que dota de sentido al poema. Esta edición bilingüe incluye la totalidad de su poesía y el texto teórico ""La filosofía de la composición"".",https://www.catedra.com/libro/letras-universales/poesia-completa-edgar-allan-poe-9788437635422/,Letras Universales
Fábulas,La Fontaine,https://www.catedra.com/imagenes/libros/grande/9788437635224-fabulas.jpg,864,30/12/2016,"Las ""Fábulas"" de La Fontaine son uno de los grandes monumentos literarios de la cultura europea y uno de los libros esenciales en la historia de la literatura francesa. Mucho más allá de los planteamientos morales y didácticos de la tradición grecolatina de Esopo y Fedro, el fabulista francés revitalizó el género en temas, contenidos, formas y proyección ideológica y estética. La Fontaine se sitúa así en el siglo de Descartes y Gassendi y anticipa el de Voltaire y Diderot, manteniendo, gracias a su espléndida calidad estética, ese carácter de modernidad que hace que podamos verlo como un antecedente de preocupaciones científicas, morales y sociales todavía vigentes en los debates del siglo XXI.
Si las fábulas esópicas proponían una especie de acervo de ancestral filosofía popular, equivalente, en su moraleja, al repertorio de refranes, las fábulas de La Fontaine, muchas de ellas sin moraleja ni corolario, se acercan al escueto principio de los aforismos de Lichtenberg o de Nietzsche. Son propuestas de filosofía, es decir, de reflexión sobre los hechos de la vida y del pensamiento con el que interpretamos la vida. Son un instrumento de crítica de la razón práctica y una fundamentación de la metafísica de las costumbres animales, incluyendo al ser humano como tal.",https://www.catedra.com/libro/letras-universales/fabulas-la-fontaine-9788437635224/,Letras Universales
El juego del amor y del azar; La isla de los esclavos; La disputa; La colonia,Marivaux,https://www.catedra.com/imagenes/libros/grande/9788437635231-el-juego-del-amor-y-del-azar-la-isla-de-los-esclavos-la-disputa-la-colonia.jpg,304,31/03/2016,"Marivaux es el segundo autor francés más representado después de Molière. Sin ser un revolucionario ni pertenecer al núcleo de los ilustrados, Marivaux acepta la sociedad tal cual es; pero ve la arbitrariedad del régimen monárquico, la desigualdad propiciada por el sistema aristocrático, una miseria moral que tiene su fundamento en la alienación económica, y acoge en sus obras esa mentalidad igualitarista que desacraliza el poder innato de la cuna y la sangre, fruto del azar, para ensalzar la razón y el mérito personal, con independencia de la clase social.
Este volumen incluye cuatro obras. En ""El juego del amor y del azar"", Marivaux retorna al tradicional juego del doble y del travestimiento de personajes (incluidos los amos) con una trama centrada en una sola acción: el encuentro de los protagonistas y la evolución de sus relaciones amorosas. Pero, en ""El juego del amor y del azar"", los padres han asumido la lección de los escenarios y los avances de una sociedad que se mueve hacia la Ilustración, y dejan la última palabra de tan importante decisión en manos de los hijos. El tema de los orígenes centra la trama de las otras tres: la desigualdad de la organización social, en ""La isla de los esclavos"", la forma y el momento en que los sentimientos amorosos nacen y ""sorprenden"", en ""La disputa"", y el sometimiento de la mujer en sociedad o dentro del matrimonio, en ""La colonia"".",https://www.catedra.com/libro/letras-universales/el-juego-del-amor-y-del-azar-la-isla-de-los-esclavos-la-disputa-la-colonia-marivaux-9788437635231/,Letras Universales
Antología de la poesía parnasiana,Varios Autores,https://www.catedra.com/imagenes/libros/grande/9788437635033-antologia-de-la-poesia-parnasiana.jpg,368,30/12/2016,"Bajo el término francés ""Parnasse"" se alista un selecto conjunto de escritores de la segunda mitad del siglo XIX, cuyo nombre deriva a su vez de una antología fundacional editada por Alphonse Lemerre en 1866. Este Parnaso constituye una escuela poética surgida como reacción al estado de la lírica francesa en su período posromántico, con una sólida cohesión estética, intelectual, lingüística, generacional y sociocultural, que con el tiempo hubo de imponerse a las particularidades individuales de cada uno de sus miembros.
Esta promoción de jóvenes poetas, bohemios, contrarios al arte burgués dominante, estuvo en un principio encabezada por Catulle Mendès. Con el objeto de ofrecer una poesía fundada en conocimientos empíricos, el Parnaso privilegió la voluntad de adquirir un saber técnico aplicado a su propio campo, celebrando así al poeta artista y artesano, transfiguración del científico positivista, en detrimento del poeta inspirado del romanticismo, bardo por ciencia infusa. La selección de poemas incluidos en esta antología obedece no solo a su representatividad respecto a las líneas temáticas y estilísticas fundamentales de la Escuela parnasiana, sino también a su repercusión en el contexto literario del ""fin de siècle"". La mayoría de estas piezas se traducen ahora por vez primera al español.",https://www.catedra.com/libro/letras-universales/antologia-de-la-poesia-parnasiana-varios-autores-9788437635033/,Letras Universales
Historias del buen Dios; Los apuntes de Malte Laurids Bridge,Rainer Mª Rilke,https://www.catedra.com/imagenes/libros/grande/9788437635040-historias-del-buen-dios-los-apuntes-de-malte-laurids-bridge.jpg,488,27/04/2016,"Rainer Maria Rilke ha pasado al olimpo literario como el gran poeta de las letras alemanas. Es cierto que sus más perfectas composiciones se enmarcan en el género lírico, pero asimismo escribió textos en prosa de gran profundidad en la expresión de contenidos, con un rico mundo simbólico-referencial, numerosos referentes culturales y una altísima calidad formal. Es, además, un extraordinario representante del relato experimental, cuyos ejemplos más destacados en el conjunto de la producción narrativa rilkeana son las dos obras objeto de esta edición.
""Historias del buen Dios"" es un conjunto de relatos breves, en los que Rilke deja constancia de su desbordante imaginación para crear argumentos ingeniosos y fantásticos en los que se percibe su idea de la clara separación entre cuerpo y alma, sus dudas ante las creencias religiosas, su idea de la trascendencia y de los sutiles límites entre la vida y la muerte. ""Los apuntes de Malte Laurids Brigge"", considerado como el texto cumbre de la producción narrativa del autor, es un texto experimental y original, que aporta una nueva forma de narrar. El hilo invisible que teje la obra es el difícil camino en la formación de un poeta.",https://www.catedra.com/libro/letras-universales/historias-del-buen-dios-los-apuntes-de-malte-laurids-bridge-rainer-ma-rilke-9788437635040/,Letras Universales
Chatterton,Alfred de Vigny,https://www.catedra.com/imagenes/libros/grande/9788437634982-chatterton.jpg,200,28/01/2016,"Alfred de Vigny escribió y publicó poemas, críticas literarias, relatos, colaboraciones periodísticas y, sin embargo, al igual que la mayoría de escritores decimonónicos, considera que el máximo, el auténtico triunfo literario no surge en las páginas de un libro, sino en el escenario de un teatro: ""nuestro púlpito más poderoso"".
La figura del poeta inglés Thomas Chatterton despertó un creciente interés en los escritores románticos. La atracción ejercida por Chatterton y la cuestionable autoría de sus poemas sobre escritores e intelectuales del siglo XIX no se limitó al ámbito británico; atravesó el canal de la Mancha, llegó al continente y dio lugar a que Alfred de Vigny, romántico y anglófilo, hiciera subir al ""maravilloso muchacho"" de Bristol a un escenario francés. El resultado cristalizó en uno de los títulos más admirables y representativos del teatro romántico francés.",https://www.catedra.com/libro/letras-universales/chatterton-alfred-de-vigny-9788437634982/,Letras Universales
Lo que sabía Maisie,Henry James,https://www.catedra.com/imagenes/libros/grande/9788437634975-lo-que-sabia-maisie.jpg,536,21/01/2016,"Lo que sabía ""Maisie"" ocupa una posición fundamental en la evolución de Henry James hacia la novela moderna. Se trata de una novela netamente psicológica, aunque no introspectiva ""stricto sensu"", considerando la opción narrativa adoptada. La concentración en la mente de Maisie es tan intensa y constante que los marcos de referencia externos se atenúan o desaparecen, produciéndose fenómenos de relativización o circularidad del significado que son impronta esencial de la narrativa de vanguardia.
El tema central de ""Maisie"" gira en torno a las relaciones que se establecen entre conocimiento y moralidad, entre epistemología y ética. La sustancia esencial de ""Maisie"" es el choque, el contraste irónico entre la inocencia de una niña que tiene seis años cuando se verifica el divorcio de sus padres y la sordidez de las relaciones que la rodean. El ambiente en que vive Maisie no es sino el reflejo de la inmoralidad e hipocresía que Henry James observa en las clases acomodadas de la ciudad de Londres. El impulso original que anima a ""Maisie"" es netamente satírico, y no es difícil ver las afinidades que esta obra guarda con otras grandes críticas previas y posteriores de la sociedad londinense.",https://www.catedra.com/libro/letras-universales/lo-que-sabia-maisie-henry-james-9788437634975/,Letras Universales
La hierba de las noches,Patrick Modiano,https://www.catedra.com/imagenes/libros/grande/9788437634807-la-hierba-de-las-noches.jpg,272,26/11/2015,"Patrick Modiano, Premio Nobel de Literatura 2014, es uno de los grandes novelistas contemporáneos. En «La hierba de las noches» (2012), cuya acción se sitúa en el París de los años sesenta, vuelve al tema de su retrospectiva vital, la Ocupación alemana en Francia, a la vez que desfilan por sus páginas los fantasmas de la turbulenta historia de la Francia poscolonial. Con un tono de suspense, Jean, su álter ego narrador, intenta resolver el misterio de un pasado lleno de enigmas e interrogantes. Es esta la primera edición anotada en castellano de una obra del autor.
«En ""La hierba de las noches"" Patrick Modiano lleva a su cumbre un género que él ha creado: la autoficción poético-policial. Modiano no había escrito nunca un texto tan poético, tan seductor como esta aparente novela negra» (Denis Cosnard, «Le Monde»).",https://www.catedra.com/libro/letras-universales/la-hierba-de-las-noches-patrick-modiano-9788437634807/,Letras Universales
Poemas,Sidonio Apolinar,https://www.catedra.com/imagenes/libros/grande/9788437634821-poemas.jpg,752,12/11/2015,"La extrema popularidad literaria de la que Sidonio Apolinar (siglo V d.C.) gozó en vida marcó de un modo decisivo el curso estético de las décadas que sucedieron a su muerte. Fue uno de los autores más leídos e imitados durante toda la Edad Media, a pesar de su extremo preciosismo formal, su complejidad expresiva y su oscuro conceptismo.
La obra poética de Sidonio Apolinar, a excepción de las trece piezas en verso insertas dentro del «corpus» de epístolas, se nos ha transmitido en una colección de veinticuatro poemas, métrica y temáticamente variados. Esta edición bilingüe ofrece la primera traducción española en verso de su poesía. Dada su dificultad, cada poema va acompañado de un breve comentario introductorio, en el que se abordan todos los aspectos pertinentes para su correcta comprensión: fecha y circunstancias de composición, estructura, métrica, género literario, influencias, claves de interpretación, etc.",https://www.catedra.com/libro/letras-universales/poemas-sidonio-apolinar-9788437634821/,Letras Universales
La casa del profesor,Willa Cather,https://www.catedra.com/imagenes/libros/grande/9788437634814-la-casa-del-profesor.jpg,296,05/11/2015,"Willa Cather participa en la gran eclosión literaria y artística que se ha denominado de forma amplia modernismo y que representa el momento más brillante de las letras norteamericanas. Cather es una figura de transición entre dos mundos diferentes que encuentran su línea divisoria en la Primera Guerra Mundial, conflicto que marcó de forma indeleble a una generación de escritores y supuso el derrumbamiento definitivo de un viejo orden y el surgimiento de uno nuevo, caótico y extraño.
El protagonista de «La casa del profesor» es un historiador especializado en la presencia española en el Nuevo Mundo y es en España donde experimenta la revelación que le inspirará la obra de su vida. Godfrey St. Peter está caracterizado como un híbrido cultural: su vida es un punto de convergencia donde lo hispánico se funde con lo anglosajón y lo nativo americano. Y como tal se erige en símbolo de diálogo interracial e intercultural. Fascinado por España y sus aventureros americanos, recrea la América precolombina a través de las ruinas de Mesa Verde.",https://www.catedra.com/libro/letras-universales/la-casa-del-profesor-willa-cather-9788437634814/,Letras Universales
Sobre la lectura,Marcel Proust,https://www.catedra.com/imagenes/libros/grande/9788437634609-sobre-la-lectura.jpg,96,01/10/2015,"La influencia que el escritor y pintor inglés John Ruskin ejerció en la lengua francesa en la segunda parte del siglo XIX fue interiorizada por Marcel Proust de tal modo que sobre ese cemento elaboró no sólo una teoría estética propia, sino que además formó ese ""yo"" que soporta la estructura de la novela-catedral que es ""A la busca del tiempo perdido"". La recuperación de impresiones que Proust saca de las teorías de Ruskin se produce ya en ""Sobre la lectura"" que adelanta pasajes de ""A la busca del tiempo perdido"".
El recuerdo de las lecturas de la infancia anuncia las primeras páginas de ""Por la parte de Swann"", no sólo por el ámbito en que se mueve el protagonista -los platos pintados de la casa veraniega de tía Léonie en Illiers, la péndola, los espinos blancos-, sino también por el tono literario, por el fraseo largo e imbricado, por la sintaxis que se esponja y genera nuevas oraciones, por la mirada fijada en detalles en principio nimios, por la forma de abordar los personajes de los libros leídos, que cobran vida: no son fruto de la imaginación, la verdadera vida está en la lectura, de ahí la incomodidad que representan el mundo y las rutinas de la vida cotidiana, las obligaciones familiares, tener que comer con los demás, tener que obedecer órdenes como dejar el libro durante el paseo, irse a la cama y apagar la luz.",https://www.catedra.com/libro/letras-universales/sobre-la-lectura-marcel-proust-9788437634609/,Letras Universales
Sésamo y lirios,John Ruskin,https://www.catedra.com/imagenes/libros/grande/9788437634500-sesamo-y-lirios.jpg,256,24/09/2015,"El Doctor Johnson decía que leer a Milton era antes un deber que un placer. John Ruskin (1819-1900) pertenece a esa ilustre y rara familia de escritores puritanos ingleses que hacen de toda lectura un examen de conciencia -en su caso, una apocalíptica ""visión""- sin renunciar a los placeres de la imaginación. Ruskin es recordado sobre todo como fundador de la moderna crítica de arte y, sin embargo, el carácter ""mosaico"" de su obra, que incluye su faceta de dibujante, recogida en esta edición, hace difícil clasificarlo. Para el lector actual esa dificultad puede ser un desafío que haga de su descubrimiento tanto un placer como un deber.
""Sésamo y lirios"" ha sido el libro más leído entre el público de Ruskin, el ""mundo de lectores"" por excelencia. Se trata, de hecho, de una obra en torno a cómo y por qué leer, pero ante todo de una característica interpelación a los oyentes (después lectores) de sus conferencias sobre lo que esperan de su educación -por su naturaleza ética como propietarios de ""los tesoros de los reyes"" y ""los jardines de las reinas""- y sobre la influencia de esa esperanza en su manera de afrontar el ""misterio de la vida y sus artes"". Esta edición recoge por vez primera todos los textos (prefacios y conferencias) que, en uno u otro momento, formaron parte del libro que fascinó a Marcel Proust, que podría considerarse la puerta de entrada al ""Tesoro de los Libros"".",https://www.catedra.com/libro/letras-universales/sesamo-y-lirios-john-ruskin-9788437634500/,Letras Universales
Los novios,Alessandro Manzoni,https://www.catedra.com/imagenes/libros/grande/9788437634463-los-novios.jpg,776,01/09/2015,"La vida del noble milanés Alessandro Manzoni (1785-1873) abarca las etapas fundamentales de la historia italiana del XIX. Su obra más importante, ""Los novios"", ilumina por sí sola toda la literatura del periodo. Esta novela histórica brota del hallazgo de un antiguo manuscrito y se expande en un entramado lingüístico cuidadosamente modelado en el que el lector de nuestros días aprecia el juego irónico y de perspectivas.",https://www.catedra.com/libro/letras-universales/los-novios-alessandro-manzoni-9788437634463/,Letras Universales
Naná,Émile Zola,https://www.catedra.com/imagenes/libros/grande/9788437634456-nana.jpg,576,17/09/2015,"Con ""Naná"", Zola se propuso hacer un estudio verdadero de las cortesanas de lujo, hastiado por el tratamiento engañoso que del tema se había estado haciendo. Consiguió, sin embargo, crear una nueva divinidad, un nuevo tipo de mujer fatal y una nueva belleza diabólica. En ""Naná"", Zola liga estrechamente los avatares de la existencia individual de una cortesana a los de las clases hegemónicas, en una etapa histórica intencionadamente acotada, el Segundo Imperio.",https://www.catedra.com/libro/letras-universales/nana-emile-zola-9788437634456/,Letras Universales
Cuadros de viaje; Los dioses en el exilio,Heinrich Heine,https://www.catedra.com/imagenes/libros/grande/9788437634319-cuadros-de-viaje-los-dioses-en-el-exilio.jpg,496,11/06/2015,"Junto a Goethe, Nietzsche y Rilke, tres personalidades que prueban la existencia del ""perpetuum mobile"" en el ser humano, Heine es uno de los grandes clásicos alemanes que han hecho del viaje forma de vida y fuente de inspiración. De Heine se ha llegado a decir que sus viajes fueron su trabajo de campo literario. Quizás por eso, su vida fue un constante ir y venir por la geografía alemana, italiana, inglesa y francesa. Su peregrinación por las ciudades y paisajes europeos va a ser incesante: de su natal Düsseldorf al París en el que fallece, su vida será una sucesión de etapas y un continuo moverse en busca de inspiración, asentamiento social o salud.
El enorme material literario que Heine puso bajo el título de «cuadros de viaje» comprende diversas obras independientes que se refieren a distintos destinos de sus numerosos viajes. Hemos seleccionado algunos de los cuadros que forman un conjunto compacto en su obra: el ""Viaje al Harz"" y los ""cuadros"" a los que dio el título ""Italia"". Se incluye además el ensayo ""Los dioses en el exilio"", unas reflexiones y variaciones sobre temas de mitología comparada que adopta formas innegables del relato y la leyenda.",https://www.catedra.com/libro/letras-universales/cuadros-de-viaje-los-dioses-en-el-exilio-heinrich-heine-9788437634319/,Letras Universales
Colección de arenas y piedras,Ichien Muju,https://www.catedra.com/imagenes/libros/grande/9788437634302-coleccion-de-arenas-y-piedras.jpg,584,28/05/2015,"Inédita hasta hoy en lengua española, la ""Colección de arenas y piedras (Shasekishu)"" es una obra clásica de la literatura y de la religión de Japón. Escrita por un monje budista llamado Ichien Muju en el último cuarto de siglo XIII, muchos de sus más de 170 relatos nos revelan la vida cotidiana de todas las clases sociales del país ofreciendo un contrapeso realista a la literatura más conocida de la vida cortesana de siglos anteriores o a la de los samuráis de la misma época.
A pesar del soporte doctrinal budista, el interés principal de estas historias reside en el vigoroso sentido del humor del autor, en el amplio espectro social de los protagonistas de los relatos y en el valor documental que aportan sus páginas sobre la vida popular de su tiempo. La paleta de matices de la voz del autor brilla con tonos sorprendentemente modernos de tolerancia, pluralidad y comprensión de la fragilidad humana.",https://www.catedra.com/libro/letras-universales/coleccion-de-arenas-y-piedras-ichien-muju-9788437634302/,Letras Universales
Elegías amatorias,Albio Tibulo,https://www.catedra.com/imagenes/libros/grande/9788437633787-elegias-amatorias.jpg,624,28/05/2015,"Tibulo fue el poeta elegíaco preferido en la Roma de su tiempo y en el siglo posterior. ""Caballero romano de Gabios, célebre por su hermosura y distinguido por el cuidado de su aspecto"", fue descrito en la antigüedad como un poeta ""cultus, tersus y elegans"". Y esa admiración tan generalizada por su forma de escribir no debió de ser casual.
Recibe el nombre de ""Elegía amatoria"" la poesía compuesta en metro elegíaco sobre temas de amor y escrita en los últimos treinta años a.C. durante el principado de Augusto. Las elegías suelen tener una extensión que oscila entre los veinte y los cien versos y sus temas giran alrededor de unos personajes y de unas situaciones tópicas. Los personajes son el enamorado, que puede ser el poeta mismo, y la amada, a la que el poeta le asigna un nombre poético, y que es hermosa, atractiva, inteligente y culta. Pero también es desleal, voluble y muy interesada. A los dos libros de elegías auténticamente tibulianas le sigue en la tradición manuscrita un tercer libro que durante mucho tiempo pasó por ser obra también del propio poeta. Se trata, en verdad, de una serie de poemas que han de atribuirse a otros autores que, posiblemente influenciados por el poeta de Gabios, escribieron sobre temas parecidos y en más o menos las mismas coordenadas temporales o dentro del mismo círculo literario del que él participó. Esta edición incluye el ""Corpvs Tibvllianvm"" completo.",https://www.catedra.com/libro/letras-universales/elegias-amatorias-albio-tibulo-9788437633787/,Letras Universales
Almas muertas,Nicolái Gógol,https://www.catedra.com/imagenes/libros/grande/9788437634296-almas-muertas.jpg,424,21/05/2015,"Según Gógol, ""Almas muertas"" estaba proyectada originalmente como una obra en la que retrataría toda Rusia. El asunto de la novela le fue sugerido por Pushkin. El consejo del gran poeta ruso resultó atinado, pues recuperaba la tradición de la novela picaresca y ofrecía amplias posibilidades para desarrollar la vena satírica de Gógol. La trama presenta las aventuras de Pável Ivánovich Chíchikov, un personaje misterioso que llega a una capital de provincias para emprender un negocio desconcertante: comprar por una suma insignificante el mayor número posible de difuntos para hipotecarlos después y hacerse así una fortuna con una inversión mínima. Para lograrlo, inicia una ronda por los alrededores de la ciudad, encontrando a su paso un panorama desolador.",https://www.catedra.com/libro/letras-universales/almas-muertas-nicolai-gogol-9788437634296/,Letras Universales
La última tentación,Nicos Casandsakis,https://www.catedra.com/imagenes/libros/grande/9788437633961-la-ultima-tentacion.jpg,816,07/05/2015,"Es un hecho incuestionable que Nicos Casandsakis es un escritor universal, el primer novelista de la Grecia moderna cuyo nombre es conocido en el mundo entero. Sus obras se encuentran traducidas a más de cincuenta lenguas o dialectos. Su éxito internacional como narrador sigue siendo un caso único en las letras griegas. Pero, además, puede decirse que es un clásico porque en pleno siglo xxi su obra no ha perdido actualidad. Y es que, en una época como la nuestra, el pensamiento de este escritor inquieto e inconformista, sus preguntas existenciales y sus ansias de libertad permanecen llenas de sentido.
""La última tentación"" es una novela poliédrica y ambigua, cuya naturaleza resulta difícil delimitar. Se trata, sin duda, de una ficción simbólica, pero no queda claro si además es una ficción teológica, una alegoría política, una recreación evangélica, una confesión personal, un manifiesto espiritual e ideológico contra la Iglesia oficial, una búsqueda metafísica o un drama humano. Esta atrevidísima y personalísima interpretación de la andadura y del mensaje de Cristo levantó una tremenda polémica tanto en Grecia como en el extranjero, al presentar un Jesús demasiado humano para el gusto de los elementos más conservadores de los diferentes dogmas cristianos.",https://www.catedra.com/libro/letras-universales/la-ultima-tentacion-nicos-casandsakis-9788437633961/,Letras Universales
Límites y renovaciones,Rudyard Kipling,https://www.catedra.com/imagenes/libros/grande/9788437633954-limites-y-renovaciones.jpg,400,23/04/2015,"Rudyard Kipling, mundialmente conocido como el autor de ""El libro de la selva"", fue un escritor afortunado, y ese es, probablemente, el reverso de la infelicidad de Kipling como ser humano, pero también es una muestra de su rechazo a permitir que la desgracia y el fracaso tuvieran la última palabra. El mundo no sería nunca para él un borrón ni una tela en blanco: tenía un intenso significado y significaba el bien, y descubrir ese significado también sería para él su comida y su bebida a lo largo de su vida.
""Límites y renovaciones"" comprende catorce relatos y diecinueve poemas siguiendo la pauta de alternar verso y prosa que Kipling ya había usado antes y que probablemente tomara de Emerson. Todos los temas que habían ido conformando la obra de Kipling se encuentran reunidos aquí: la venganza y el odio, las secuelas físicas y morales de la Gran Guerra, la enfermedad y la curación, la francmasonería, el amor a Francia o la religión, protagonizada, en medio del sincretismo de creencias, por la figura de san Pablo o, en menor medida, por la incredulidad de Naamán. Fue el último libro de ficción que publicó Kipling y está cuidado, como si se tratara de un testamento, hasta el último detalle: el orden de los relatos y la disposición de los poemas no le deben nada al azar, aunque no sean evidentes por sí mismos.",https://www.catedra.com/libro/letras-universales/limites-y-renovaciones-rudyard-kipling-9788437633954/,Letras Universales
Cuentos romanos,Alberto Moravia,https://www.catedra.com/imagenes/libros/grande/9788437633947-cuentos-romanos.jpg,488,12/03/2015,"Alberto Moravia pertenece a esa reducida categoría de escritores que han podido disfrutar inmediatamente del resultado de su actividad literaria y que se han convertido en maestros reconocidos. Desde su precoz comienzo literario, a los veintidós años, con ""Los indiferentes"", es uno de los autores más populares y discutidos, que ha influido constantemente en la cultura contemporánea.
Con los ""Cuentos romanos"", Moravia abre su lengua ""al romanesco, a un lenguaje bajo"" influido por sus lecturas juveniles de Belli. En ellos no nos habla del pueblo de Roma en un sentido histórico o sociológico, sino desde su condición simplemente humana, que hay que aceptar como es. Esta vez no hay ninguna condena ni para sí mismo ni para el que, leyendo, pueda a veces reconocerse en esos pícaros.",https://www.catedra.com/libro/letras-universales/cuentos-romanos-alberto-moravia-9788437633947/,Letras Universales
La culpa del abate Mouret,Émile Zola,https://www.catedra.com/imagenes/libros/grande/9788437633640-la-culpa-del-abate-mouret.jpg,616,26/02/2015,"""La culpa del abate Mouret"", aunque poco conocida, es una de las mejores novelas del padre del Naturalismo. Lejos de responder al dictado de la etiqueta normativa al uso, que define ese movimiento literario como una mera y complacida exposición de la abyección humana, esta novela recupera explícitamente, más aún que otras, una gozosa y fructífera filiación de la escritura zoliana con el espíritu ""naturalista"" primigenio del siglo XVIII. El resultado es una obra maestra en la que ese apelativo literario cobra todo su sentido.
No menos anclada que las demás novelas del autor en los parámetros sociohistóricos de su tiempo, ""La culpa del abate Mouret"" presenta una reflexión sólida y crítica sobre ciertos aspectos de sociología religiosa, en particular sobre la figura del sacerdote, el celibato y los seminarios en el último tercio del siglo XIX. Pero el genio de Zola crea también un gran conflicto íntimo del cuerpo y el alma que tiñe el relato de vibrante dramatismo. Y, sobre todo, como ya señaló en su día el gran poeta Mallarmé, en opinión desgraciadamente poco valorada, dota a la narración de un vuelo metafórico que la convierte en un gran poema.",https://www.catedra.com/libro/letras-universales/la-culpa-del-abate-mouret-emile-zola-9788437633640/,Letras Universales
"Medyda, Por Medida",William Shakespeare,https://www.catedra.com/imagenes/libros/grande/9788437633657-medyda-por-medida.jpg,344,26/02/2015,"En ""Medida por Medida"", la risa y la náusea son elementos que van a desempeñar papeles cruciales. La risa es el contrapunto de lo que técnicamente podríamos denominar ""náusea"" (el proceder de los personajes del estamento del Poder). Risa y náusea forman así dos bloques complementarios, quedando afianzado cada uno por la eficacia del otro. Difícilmente podríamos tolerar la presencia de la náusea sin el equilibrio estético que aporta la risa. Difícil sería también advertir la presencia de una sin la respuesta de la otra.
La referencia bíblica del texto nos informa de que estamos ante una obra de venganza. No soportar la felicidad de los demás; castigar con la muerte a los otros por sentir lo que uno mismo siente; juzgar a los demás por lo que uno mismo podría ser juzgado. Es la venganza del impotente, del hipócrita. Por eso, la sola idea de dos jóvenes que se aman -Juliet y Claudio- no puede ser asumida por los responsables de restablecer el orden moral en Viena. Pero Shakespeare siempre lo arregla todo, siempre encuentra una fórmula de salida, cuando los caminos teatrales que nos conducen al odio parecen cerrarse.",https://www.catedra.com/libro/letras-universales/medyda-por-medida-william-shakespeare-9788437633657/,Letras Universales
Norte y Sur,Elizabeth Gaskell,https://www.catedra.com/imagenes/libros/grande/9788437633558-norte-y-sur.jpg,712,29/01/2015,"Elizabeth Gaskell fue una mujer extraordinaria para su época y su vida fue intensa y muy activa. Tras su boda, a los veintidós años, con el reverendo William Gaskell siempre vivió en Manchester, la gran ciudad industrial del siglo XIX, pero viajó frecuentemente por su país y por Europa. Mujer inteligente, de gran bagaje cultural y muy sociable, contó con numerosas y variadas amistades. Publicó su primera novela a los treinta y ocho años y escribió otras cinco novelas, una biografía, varias novelas cortas, numerosos cuentos y algunos ensayos. Aunque no siempre ha sido así, la calidad de su obra la sitúa entre las grandes escritoras británicas del siglo XIX.",https://www.catedra.com/libro/letras-universales/norte-y-sur-elizabeth-gaskell-9788437633558/,Letras Universales
El poema de Gilgamesh,Anónimo,https://www.catedra.com/imagenes/libros/grande/9788437633565-el-poema-de-gilgamesh.jpg,392,22/01/2015,"Comparado con otros poemas épicos de la antigüedad, podemos ver cómo frente a la ""Eneida"" o los poemas homéricos en el poema de Gilgamesh no existen guerras ni enfrentamientos entre héroes ni entre pueblos, sino sólo enfrentamientos individuales entre hombres y monstruos, o una lucha apasionante contra la inexorabilidad de la muerte. Se muestra en él el alma desnuda del hombre, con sus alegrías y sus tristezas, sus desvelos y sus fracasos, sus ansias y sus penurias. En él asistimos a la oposición del hombre mortal frente al dios inmortal. En definitiva, no estamos ante un obra épica nacional, sino ante un poema que desafía las barreras del tiempo, fijando exclusivamente su atención en el ser humano.",https://www.catedra.com/libro/letras-universales/el-poema-de-gilgamesh-anonimo-9788437633565/,Letras Universales
